Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-12-10 06:53:44,"Back Bi Day",46m,"Pull Up (Assisted)",2,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Pull Up (Assisted)",3,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Pull Up (Assisted)",4,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bent Over One Arm Row (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bent Over One Arm Row (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bent Over One Arm Row (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Cable)",1,110.0,13.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Cable)",2,110.0,14.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Cable)",3,110.0,13.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Machine)",1,70.0,8.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Machine)",2,50.0,12.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Machine)",3,30.0,12.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Lat Pulldown (Cable)",1,88.0,15.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Lat Pulldown (Cable)",2,121.0,11.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Lat Pulldown (Cable)",3,126.0,9.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Lat Pulldown (Cable)",4,126.0,7.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Lat Pulldown (Cable)",5,110.0,8.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Iso-Lateral Row (Machine)",1,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Iso-Lateral Row (Machine)",2,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Iso-Lateral Row (Machine)",3,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Cable)",1,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Cable)",2,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Bicep Curl (Cable)",3,0.0,0.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Reverse Fly (Cable)",1,10.0,14.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Reverse Fly (Cable)",2,10.0,12.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Reverse Fly (Cable)",3,10.0,15.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Incline Curl (Dumbbell)",1,20.0,13.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Incline Curl (Dumbbell)",2,20.0,12.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Incline Curl (Dumbbell)",3,20.0,10.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Machine)",1,45.0,10.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Machine)",2,55.0,10.0,0,0.0,
2024-12-10 06:53:44,"Back Bi Day",46m,"Seated Row (Machine)",3,55.0,8.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Smith Machine)",1,45.0,15.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Smith Machine)",2,135.0,15.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Smith Machine)",3,155.0,10.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Smith Machine)",4,155.0,10.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Standing Calf Raise (Bodyweight)",1,0,25.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Standing Calf Raise (Bodyweight)",2,0,25.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Standing Calf Raise (Bodyweight)",3,0,25.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Standing Calf Raise (Bodyweight)",4,0,23.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Leg Extension (Machine)",1,220.0,10.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Leg Extension (Machine)",2,200.0,10.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Leg Extension (Machine)",3,180.0,11.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Lying Leg Curl (Machine)",1,140.0,13.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Lying Leg Curl (Machine)",2,130.0,12.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Lying Leg Curl (Machine)",3,120.0,11.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Hip Abductor (Machine)",1,120.0,16.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Hip Abductor (Machine)",2,140.0,14.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Hip Abductor (Machine)",3,140.0,12.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Squat (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Romanian Deadlift (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Romanian Deadlift (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-12 06:53:49,"Leg Day",45m,"Romanian Deadlift (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Bench Press (Barbell)",1,45.0,15.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Bench Press (Barbell)",2,135.0,15.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Bench Press (Barbell)",3,185.0,3.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Bench Press (Barbell)",4,225.0,4.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Bench Press (Barbell)",5,205.0,8.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Incline Bench Press (Dumbbell)",1,50.0,15.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Incline Bench Press (Dumbbell)",2,50.0,13.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Incline Bench Press (Dumbbell)",3,50.0,11.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Dumbbell)",1,20.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Dumbbell)",2,20.0,9.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Dumbbell)",3,15.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Cable Crossover",1,20.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Cable Crossover",2,20.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Cable Crossover",3,20.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension (Cable)",1,43.0,15.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension (Cable)",2,47.0,12.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension (Cable)",3,47.0,9.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Cable)",1,12.5,12.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Cable)",2,12.5,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Lateral Raise (Cable)",3,10.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Pushdown (Cable - Straight Bar)",1,120.0,12.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Pushdown (Cable - Straight Bar)",2,120.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Pushdown (Cable - Straight Bar)",3,120.0,10.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Chest Press (Machine)",1,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Chest Press (Machine)",2,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Chest Press (Machine)",3,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension",1,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension",2,0.0,0.0,0,0.0,
2024-12-14 09:02:58,"Push Day 2.0",1h 7m,"Triceps Extension",3,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Pull Up (Assisted)",1,60.0,8.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Pull Up (Assisted)",2,80.0,8.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Pull Up (Assisted)",3,80.0,6.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bent Over One Arm Row (Dumbbell)",1,55.0,12.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bent Over One Arm Row (Dumbbell)",2,65.0,12.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bent Over One Arm Row (Dumbbell)",3,65.0,9.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Cable)",1,143.0,13.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Cable)",2,143.0,10.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Cable)",3,121.0,10.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Cable)",4,121.0,9.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Machine)",1,40.0,11.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Machine)",2,35.0,10.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Machine)",3,35.0,8.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Lat Pulldown (Cable)",1,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Lat Pulldown (Cable)",2,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Lat Pulldown (Cable)",3,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Lat Pulldown (Cable)",4,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Lat Pulldown (Cable)",5,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Iso-Lateral Row (Machine)",1,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Iso-Lateral Row (Machine)",2,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Iso-Lateral Row (Machine)",3,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Cable)",1,17.0,12.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Cable)",2,17.0,11.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Bicep Curl (Cable)",3,17.0,8.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Reverse Fly (Cable)",1,14.0,14.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Reverse Fly (Cable)",2,14.0,12.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Reverse Fly (Cable)",3,14.0,12.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Incline Curl (Dumbbell)",1,20.0,10.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Incline Curl (Dumbbell)",2,20.0,11.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Incline Curl (Dumbbell)",3,20.0,9.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Machine)",1,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Machine)",2,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Seated Row (Machine)",3,0.0,0.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Straight Arm Pushdown",1,47.0,11.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Straight Arm Pushdown",2,47.0,10.0,0,0.0,
2024-12-15 11:20:51,"Back Bi Day",1h 3m,"Straight Arm Pushdown",3,47.0,10.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Squat (Smith Machine)",1,45.0,15.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Squat (Smith Machine)",2,135.0,12.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Squat (Smith Machine)",3,155.0,10.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Squat (Smith Machine)",4,165.0,10.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Standing Calf Raise (Bodyweight)",1,0,25.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Standing Calf Raise (Bodyweight)",2,0,24.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Standing Calf Raise (Bodyweight)",3,0,23.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Standing Calf Raise (Bodyweight)",4,0,23.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Leg Extension (Machine)",1,200.0,11.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Leg Extension (Machine)",2,200.0,11.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Leg Extension (Machine)",3,200.0,9.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Lying Leg Curl (Machine)",1,140.0,13.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Lying Leg Curl (Machine)",2,130.0,11.0,0,0.0,
2024-12-16 06:57:41,"Leg Day",38m,"Lying Leg Curl (Machine)",3,120.0,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",1,45.0,15.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",2,135.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",3,185.0,6.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",4,205.0,4.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",5,225.0,4.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Bench Press (Barbell)",6,235.0,3.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Incline Bench Press (Dumbbell)",1,60.0,12.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Incline Bench Press (Dumbbell)",2,60.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Incline Bench Press (Dumbbell)",3,60.0,9.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Dumbbell)",1,20.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Dumbbell)",2,20.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Dumbbell)",3,20.0,8.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Cable Crossover",1,20.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Cable Crossover",2,16.0,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Cable Crossover",3,16.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension (Cable)",1,50.0,13.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension (Cable)",2,50.0,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension (Cable)",3,47.0,10.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Cable)",1,12.5,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Cable)",2,12.5,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Lateral Raise (Cable)",3,10.0,11.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Pushdown (Cable - Straight Bar)",1,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Pushdown (Cable - Straight Bar)",2,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Pushdown (Cable - Straight Bar)",3,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Chest Press (Machine)",1,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Chest Press (Machine)",2,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Chest Press (Machine)",3,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension",1,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension",2,0.0,0.0,0,0.0,
2024-12-17 06:56:49,"Push Day 2.0",44m,"Triceps Extension",3,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Smith Machine)",1,45.0,15.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Smith Machine)",2,135.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Smith Machine)",3,135.0,11.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Smith Machine)",4,135.0,10.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Standing Calf Raise (Bodyweight)",1,0,27.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Standing Calf Raise (Bodyweight)",2,0,26.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Standing Calf Raise (Bodyweight)",3,0,26.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Standing Calf Raise (Bodyweight)",4,0,22.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Lying Leg Curl (Machine)",1,120.0,17.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Lying Leg Curl (Machine)",2,120.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Lying Leg Curl (Machine)",3,110.0,13.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Leg Extension (Machine)",1,180.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Leg Extension (Machine)",2,180.0,11.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Leg Extension (Machine)",3,170.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Abductor (Machine)",1,180.0,10.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Abductor (Machine)",2,160.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Abductor (Machine)",3,140.0,11.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Adductor (Machine)",1,140.0,12.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Adductor (Machine)",2,140.0,11.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Hip Adductor (Machine)",3,140.0,9.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Squat (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Romanian Deadlift (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Romanian Deadlift (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-18 06:53:16,"Leg Day",47m,"Romanian Deadlift (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Bench Press (Barbell)",1,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Bench Press (Barbell)",2,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Bench Press (Barbell)",3,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Bench Press (Barbell)",4,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Incline Bench Press (Dumbbell)",1,55.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Incline Bench Press (Dumbbell)",2,70.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Incline Bench Press (Dumbbell)",3,70.0,8.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Incline Bench Press (Dumbbell)",4,70.0,8.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Dumbbell)",1,20.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Dumbbell)",2,20.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Dumbbell)",3,20.0,9.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Cable Crossover",1,16.0,12.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Cable Crossover",2,16.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Cable Crossover",3,16.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension (Cable)",1,50.0,13.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension (Cable)",2,50.0,11.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension (Cable)",3,50.0,8.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Cable)",1,10.0,11.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Cable)",2,10.0,11.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Lateral Raise (Cable)",3,10.0,11.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Pushdown (Cable - Straight Bar)",1,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Pushdown (Cable - Straight Bar)",2,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Pushdown (Cable - Straight Bar)",3,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Chest Press (Machine)",1,90.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Chest Press (Machine)",2,90.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Chest Press (Machine)",3,90.0,10.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension",1,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension",2,0.0,0.0,0,0.0,
2024-12-20 08:38:05,"Push Day 2.0",41m,"Triceps Extension",3,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Pull Up (Assisted)",1,60.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Pull Up (Assisted)",2,60.0,9.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Pull Up (Assisted)",3,60.0,7.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Pull Up (Assisted)",4,80.0,8.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bent Over One Arm Row (Dumbbell)",1,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bent Over One Arm Row (Dumbbell)",2,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bent Over One Arm Row (Dumbbell)",3,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Seated Row (Cable)",1,143.0,11.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Seated Row (Cable)",2,121.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Seated Row (Cable)",3,110.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Machine)",1,60.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Machine)",2,60.0,8.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Machine)",3,60.0,8.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Lat Pulldown (Cable)",1,143.0,8.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Lat Pulldown (Cable)",2,121.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Lat Pulldown (Cable)",3,121.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Iso-Lateral Row (Machine)",1,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Iso-Lateral Row (Machine)",2,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Iso-Lateral Row (Machine)",3,0.0,0.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Cable)",1,20.0,8.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Cable)",2,17.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Bicep Curl (Cable)",3,17.0,10.0,0,0.0,
2024-12-23 10:07:58,"Back Bi Day",1h 2m,"Incline Curl (Dumbbell)",1,15.0,11.0,0,0.0,
