Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-10-28 06:45:57,"Back Bi Day",48m,"Pull Up (Assisted)",1,0.0,4.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Pull Up (Assisted)",2,40.0,8.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Pull Up (Assisted)",3,40.0,6.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Pull Up (Assisted)",4,40.0,5.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Incline Curl (Dumbbell)",1,15.0,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Incline Curl (Dumbbell)",2,15.0,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Incline Curl (Dumbbell)",3,15.0,8.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Lat Pulldown (Single Arm)",1,19.0,15.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Lat Pulldown (Single Arm)",2,28.5,15.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Lat Pulldown (Single Arm)",3,37.0,12.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bent Over One Arm Row (Dumbbell)",1,60.0,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bent Over One Arm Row (Dumbbell)",2,60.0,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bent Over One Arm Row (Dumbbell)",3,60.0,8.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bicep Curl (Cable)",1,15.5,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bicep Curl (Cable)",2,15.5,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Bicep Curl (Cable)",3,15.5,8.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Seated Row (Cable)",1,165.0,8.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Seated Row (Cable)",2,121.0,10.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Seated Row (Cable)",3,121.0,12.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Reverse Fly (Cable)",1,10.0,12.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Reverse Fly (Cable)",2,10.0,12.0,0,0.0,
2024-10-28 06:45:57,"Back Bi Day",48m,"Reverse Fly (Cable)",3,10.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Squat (Smith Machine)",1,135.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Squat (Smith Machine)",2,135.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Squat (Smith Machine)",3,135.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Squat (Smith Machine)",4,135.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Leg Extension (Machine)",1,180.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Leg Extension (Machine)",2,200.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Leg Extension (Machine)",3,200.0,11.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Leg Extension (Machine)",4,180.0,9.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Lying Leg Curl (Machine)",1,133.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Lying Leg Curl (Machine)",2,155.0,10.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Lying Leg Curl (Machine)",3,155.0,8.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Lying Leg Curl (Machine)",4,155.0,8.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Seated Calf Raise (Machine)",1,45.0,15.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Seated Calf Raise (Machine)",2,70.0,12.0,0,0.0,
2024-10-29 06:45:13,"Leg Day",1h 8m,"Seated Calf Raise (Machine)",3,70.0,15.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Bench Press (Barbell)",1,135.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Bench Press (Barbell)",2,155.0,6.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Bench Press (Barbell)",3,205.0,8.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Bench Press (Barbell)",4,200.0,7.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Bench Press (Barbell)",5,195.0,5.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Incline Bench Press (Dumbbell)",1,55.0,12.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Incline Bench Press (Dumbbell)",2,55.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Incline Bench Press (Dumbbell)",3,55.0,9.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Cable)",1,13.0,8.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Cable)",2,10.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Cable)",3,10.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Dumbbell)",1,15.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Dumbbell)",2,15.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Lateral Raise (Dumbbell)",3,15.0,9.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Cable Crossover",1,23.0,12.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Cable Crossover",2,23.0,12.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Cable Crossover",3,23.0,11.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Extension (Cable)",1,53.0,8.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Extension (Cable)",2,47.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Extension (Cable)",3,47.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Pushdown (Cable - Straight Bar)",1,160.0,10.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Pushdown (Cable - Straight Bar)",2,160.0,8.0,0,0.0,
2024-11-01 08:22:59,"Push Day 2.0",57m,"Triceps Pushdown (Cable - Straight Bar)",3,120.0,12.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Pull Up (Assisted)",1,0.0,4.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Pull Up (Assisted)",2,40.0,7.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Pull Up (Assisted)",3,40.0,7.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Pull Up (Assisted)",4,40.0,5.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Lat Pulldown (Single Arm)",1,27.0,12.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Lat Pulldown (Single Arm)",2,27.0,15.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Lat Pulldown (Single Arm)",3,33.0,11.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bent Over One Arm Row (Dumbbell)",1,70.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bent Over One Arm Row (Dumbbell)",2,70.0,9.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bent Over One Arm Row (Dumbbell)",3,70.0,8.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Machine)",1,70.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Machine)",2,60.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Machine)",3,60.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Cable)",1,17.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Cable)",2,17.0,12.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Bicep Curl (Cable)",3,23.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Seated Row (Cable)",1,165.0,8.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Seated Row (Cable)",2,143.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Seated Row (Cable)",3,143.0,10.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Reverse Fly (Cable)",1,7.0,20.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Reverse Fly (Cable)",2,10.0,14.0,0,0.0,
2024-11-02 09:48:48,"Back Bi Day",45h 56m,"Reverse Fly (Cable)",3,10.0,12.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Squat (Smith Machine)",1,135.0,12.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Squat (Smith Machine)",2,155.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Squat (Smith Machine)",3,155.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Squat (Smith Machine)",4,155.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Standing Calf Raise (Bodyweight)",1,0,20.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Standing Calf Raise (Bodyweight)",2,0,20.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Standing Calf Raise (Bodyweight)",3,0,20.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Standing Calf Raise (Bodyweight)",4,0,20.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Romanian Deadlift (Barbell)",1,135.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Romanian Deadlift (Barbell)",2,135.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Romanian Deadlift (Barbell)",3,135.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Leg Extension (Machine)",1,180.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Leg Extension (Machine)",2,180.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Leg Extension (Machine)",3,180.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Leg Extension (Machine)",4,180.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Lying Leg Curl (Machine)",1,130.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Lying Leg Curl (Machine)",2,130.0,10.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Lying Leg Curl (Machine)",3,120.0,8.0,0,0.0,
2024-11-04 06:45:38,"Leg Day",54m,"Lying Leg Curl (Machine)",4,100.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Bench Press (Barbell)",1,135.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Bench Press (Barbell)",2,155.0,6.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Bench Press (Barbell)",3,185.0,8.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Bench Press (Barbell)",4,225.0,4.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Bench Press (Barbell)",5,205.0,4.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Incline Bench Press (Dumbbell)",1,60.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Incline Bench Press (Dumbbell)",2,60.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Incline Bench Press (Dumbbell)",3,60.0,7.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Dumbbell)",1,15.0,15.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Dumbbell)",2,15.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Dumbbell)",3,15.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Cable)",1,7.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Cable)",2,7.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Lateral Raise (Cable)",3,7.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Cable Crossover",1,23.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Cable Crossover",2,23.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Cable Crossover",3,19.0,12.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension (Cable)",1,50.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension (Cable)",2,50.0,8.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension (Cable)",3,43.0,8.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension",1,23.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension",2,19.0,10.0,0,0.0,
2024-11-05 06:45:27,"Push Day 2.0",52m,"Triceps Extension",3,19.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Seated Row (Machine)",1,50.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Seated Row (Machine)",2,70.0,11.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Seated Row (Machine)",3,70.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Incline Curl (Dumbbell)",1,15.0,15.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Incline Curl (Dumbbell)",2,15.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Incline Curl (Dumbbell)",3,15.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Machine)",1,121.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Machine)",2,121.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Machine)",3,121.0,11.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bicep Curl (Machine)",1,70.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bicep Curl (Machine)",2,60.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bicep Curl (Machine)",3,60.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Reverse Fly (Cable)",1,20.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Reverse Fly (Cable)",2,20.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Reverse Fly (Cable)",3,20.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bent Over Row (Barbell)",1,45.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bent Over Row (Barbell)",2,95.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bent Over Row (Barbell)",3,115.0,10.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Bent Over Row (Barbell)",4,115.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Cable)",1,100.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Cable)",2,110.0,12.0,0,0.0,
2024-11-06 06:43:37,"Back Bi Day",51m,"Lat Pulldown (Cable)",3,115.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Bench Press (Barbell)",1,135.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Bench Press (Barbell)",2,155.0,6.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Bench Press (Barbell)",3,185.0,8.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Bench Press (Barbell)",4,225.0,5.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Bench Press (Barbell)",5,205.0,5.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Incline Bench Press (Dumbbell)",1,60.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Incline Bench Press (Dumbbell)",2,60.0,9.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Incline Bench Press (Dumbbell)",3,60.0,7.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Lateral Raise (Dumbbell)",1,15.0,12.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Lateral Raise (Dumbbell)",2,15.0,12.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Lateral Raise (Dumbbell)",3,15.0,8.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Cable Crossover",1,27.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Cable Crossover",2,23.0,11.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Cable Crossover",3,23.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Triceps Extension (Cable)",1,43.0,14.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Triceps Extension (Cable)",2,43.0,10.0,0,0.0,
2024-11-08 08:13:16,"Push Day 2.0",38m,"Triceps Extension (Cable)",3,43.0,8.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Pull Up (Assisted)",1,0.0,8.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Pull Up (Assisted)",2,60.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Pull Up (Assisted)",3,60.0,8.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Pull Up (Assisted)",4,60.0,6.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Seated Row (Cable)",1,143.0,12.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Seated Row (Cable)",2,143.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Seated Row (Cable)",3,121.0,13.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Seated Row (Cable)",4,121.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Lat Pulldown (Machine)",1,121.0,12.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Lat Pulldown (Machine)",2,143.0,8.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Lat Pulldown (Machine)",3,126.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Machine)",1,50.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Machine)",2,50.0,6.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Machine)",3,50.0,6.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Cable)",1,23.0,10.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Cable)",2,23.0,9.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Bicep Curl (Cable)",3,20.0,11.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Reverse Fly (Cable)",1,10.0,15.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Reverse Fly (Cable)",2,13.0,8.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Reverse Fly (Cable)",3,13.0,6.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Straight Arm Pushdown",1,40.0,12.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Straight Arm Pushdown",2,40.0,20.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Straight Arm Pushdown",3,47.0,11.0,0,0.0,
2024-11-09 08:00:01,"Back Bi Day",1h,"Straight Arm Pushdown",4,47.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Squat (Smith Machine)",1,135.0,10.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Squat (Smith Machine)",2,155.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Squat (Smith Machine)",3,155.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Squat (Smith Machine)",4,155.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Standing Calf Raise (Bodyweight)",1,0,20.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Standing Calf Raise (Bodyweight)",2,0,22.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Standing Calf Raise (Bodyweight)",3,0,25.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Standing Calf Raise (Bodyweight)",4,0,22.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Leg Extension (Machine)",1,150.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Leg Extension (Machine)",2,150.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Leg Extension (Machine)",3,170.0,12.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Leg Extension (Machine)",4,170.0,10.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Lying Leg Curl (Machine)",1,130.0,10.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Lying Leg Curl (Machine)",2,130.0,10.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Lying Leg Curl (Machine)",3,130.0,10.0,0,0.0,
2024-11-10 11:07:31,"Leg Day",42m,"Lying Leg Curl (Machine)",4,130.0,8.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Bench Press (Barbell)",1,95.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Bench Press (Barbell)",2,135.0,10.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Bench Press (Barbell)",3,185.0,8.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Bench Press (Barbell)",4,205.0,7.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Bench Press (Barbell)",5,215.0,5.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Incline Bench Press (Dumbbell)",1,50.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Incline Bench Press (Dumbbell)",2,50.0,11.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Incline Bench Press (Dumbbell)",3,50.0,9.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Dumbbell)",1,15.0,15.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Dumbbell)",2,15.0,14.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Dumbbell)",3,15.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Cable)",1,7.0,20.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Cable)",2,10.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Lateral Raise (Cable)",3,10.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Cable Crossover",1,23.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Cable Crossover",2,23.0,12.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Cable Crossover",3,23.0,11.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension (Cable)",1,57.0,8.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension (Cable)",2,50.0,11.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension (Cable)",3,50.0,9.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension",1,23.0,10.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension",2,23.0,9.0,0,0.0,
2024-11-16 15:21:59,"Push Day 2.0",55m,"Triceps Extension",3,23.0,8.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",1,45.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",2,95.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",3,135.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",4,155.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",5,155.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Squat (Smith Machine)",6,155.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Standing Calf Raise (Bodyweight)",1,0,22.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Standing Calf Raise (Bodyweight)",2,0,25.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Standing Calf Raise (Bodyweight)",3,0,25.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Standing Calf Raise (Bodyweight)",4,0,23.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Leg Extension (Machine)",1,180.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Leg Extension (Machine)",2,200.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Leg Extension (Machine)",3,200.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Leg Extension (Machine)",4,200.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Lying Leg Curl (Machine)",1,140.0,11.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Lying Leg Curl (Machine)",2,140.0,10.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Lying Leg Curl (Machine)",3,140.0,11.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Lying Leg Curl (Machine)",4,140.0,9.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Crunch (Machine)",1,60.0,12.0,0,0.0,
2024-11-17 09:34:21,"Leg Day",50m,"Crunch (Machine)",2,70.0,10.0,0,0.0,
